Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
S5XL,3075,3.81,166,0.42,0.75,3.41,0,0.36,0.29,0.49,0.03,4.46,0.88,1.07,0.62,0.10,0.94,0.39,6.28,0.16,0.20,0,5.79,0.03,19.32,0.10,0.07,0.36,0.07,0.10,0.49,4.26,0,2.34,0,1.04,1.17,0,1.33,3.06,0.26,0.55,4.20,0,0,0.62,0,4.07,0.16,0.20,0.13,0,0.78,0.20,0.42,1.14,0.07,1.50,0.20,2.60,7.74,0.07,0.03,0.10,0.20,0,0.07,1.72,
S5YC,9611,3.72,161,0.24,0.52,3.51,0,0.23,0.25,0.22,0.01,5.36,0.78,0.88,0.19,0.16,2.76,0.10,5.71,0.18,0.32,0.03,4.30,0.11,14.92,0.22,0.06,0.49,0.01,0.29,0.38,5.54,0.01,2.08,0.12,0.58,1.36,0.04,2.24,0.75,0.37,0.53,6.39,0.02,0.03,0.46,0.02,2.55,0.18,0.17,0.15,0.04,0.87,0.19,0.33,1.00,0.06,5.07,0.06,5.49,8.53,0.15,0,0.16,0.15,0.01,0.18,2.50,
S5YY,7659,3.78,164,0.22,0.87,2.85,0.04,0.40,0.07,0.74,0.04,5.37,1.21,1.21,0.09,0.16,2.79,0.25,6.23,0.27,0.29,0.07,3.90,0.12,15.22,0.63,0.14,0.44,0.01,0.21,0.25,5.39,0,2.65,0.17,0.98,1.14,0.01,2.15,0.93,0.77,1.06,5.46,0.07,0.01,0.51,0.09,3.58,0.16,0.14,0.08,0.03,0.47,0.14,0.24,1.44,0.08,2.25,0.04,3.54,8.80,0.30,0.03,0.12,0.21,0.01,0.12,1.83,
S622,2662,3.62,161,0.19,0.53,3.98,0.04,0.19,0.23,0.38,0.04,7.14,1.16,1.88,0.26,0.26,1.73,0.98,5.71,0.26,0.19,0.15,3.91,0.11,15.36,0.38,0.08,0.68,0.04,0.34,0.23,5.56,0.04,3.83,0.56,0.79,1.09,0.11,1.84,0.75,0.30,0.41,7.81,0.04,0,0.34,0,2.59,0.41,0.04,0.08,0.04,0.90,0.08,0.30,1.20,0.08,0.94,0.04,2.18,12.17,0.23,0.08,0.19,0.11,0,0.11,2.55,
S632,53017,3.66,163,0.13,0.20,3.52,0.01,0.15,0.20,0.37,0.02,6.18,1.08,1.41,0.20,0.14,1.89,0.26,6.59,0.23,0.07,0.03,5.01,0.14,16.21,0.33,0.07,0.38,0.03,0.39,0.19,4.76,0.01,3.47,0.22,0.83,0.99,0.04,1.99,0.89,0.36,0.55,5.35,0.02,0.01,0.30,0.01,3.27,0.38,0.18,0.28,0.05,0.63,0.15,0.48,0.92,0.09,2.60,0.10,3.28,10.58,0.25,0.01,0.34,0.04,0.02,0.13,2.15,
S63K,5108,3.70,162,0.10,0.70,2.94,0.02,0.14,0.31,0.51,0.04,5.85,1.06,0.88,0.53,0.18,1.72,0.37,5.07,0.33,0.20,0.02,3.74,0.16,15.82,0.41,0.10,0.57,0,0.33,0.53,5.32,0,3.17,0.18,1.25,0.92,0.02,2.68,0.86,0.65,0.57,5.56,0.06,0.04,0.35,0.02,2.02,0.37,0.18,0.14,0,1.04,0.22,0.33,1.70,0.10,4.74,0.02,3.54,9.63,0.18,0.02,0.06,0.04,0.10,0.18,2.60,
S63L,11371,3.82,153,0.18,0.74,2.63,0,0.21,0.03,0.57,0.08,5.11,2.15,1.98,0.24,0.05,1.09,0.33,4.35,0.23,0.13,0.01,4.86,0.04,14.34,1.22,0.18,0.39,0.01,0.12,0.46,6.84,0.04,1.97,0.13,1.06,0.67,0.04,2.60,0.69,0.65,0.47,5.88,0.04,0,0.40,0.04,5.09,0.18,0.32,0.09,0.06,0.62,0.32,0.26,2.25,0.26,1.28,0.17,0.96,11.36,0.46,0.05,0.08,0.18,0.02,0.12,1.17,
S64H,35371,3.59,163,0.24,1.21,2.88,0.01,0.17,0.07,0.42,0.03,5.27,0.96,1.11,0.14,0.15,1.68,0.34,6.69,0.20,0.24,0.07,4.19,0.08,15.78,0.22,0.12,0.44,0.01,0.26,0.51,5.41,0.01,3.37,0.19,0.71,0.92,0.05,2.04,1.21,0.60,0.94,5.61,0.03,0.01,0.29,0.03,2.78,0.21,0.18,0.16,0.03,0.93,0.13,0.46,1.55,0.09,3.48,0.09,4.83,8.30,0.20,0.01,0.05,0.03,0.03,0.11,1.55,
S66A,12100,3.71,189,0.31,0.54,3.54,0,0.18,0.06,0.51,0.08,5.67,0.89,1.63,0.24,0.15,1.55,0.31,5.45,0.18,0.22,0.07,4.24,0.16,16.71,0.41,0.14,0.66,0,0.36,0.37,5.45,0.01,2.68,0.19,0.99,1.23,0.05,2.84,0.81,0.29,0.83,5.87,0.09,0.02,0.49,0.02,3.27,0.32,0.21,0.08,0.02,1.27,0.17,0.36,1.17,0.03,3.81,0.10,4.35,10.02,0.15,0.01,0.17,0.07,0.03,0.21,2.09,
S66E,5263,3.82,157,0.11,0.55,2.64,0,0.38,0.04,0.48,0.02,5.38,0.78,1.10,0.04,0.25,3.08,0.30,5.51,0.11,0.23,0.08,5.57,0.27,15.22,0.67,0.06,0.34,0,0.11,0.25,4.85,0,2.93,0.11,0.74,1.03,0,3.50,0.48,0.55,0.74,4.79,0.02,0.02,0.21,0.06,2.66,0.32,0.11,0.17,0.04,1.05,0.29,0.46,0.89,0.11,4.26,0.08,3.93,10.26,0.21,0.04,0.11,0.15,0.02,0.10,2.17,
S66F,3259,3.84,165,0.21,0.28,3.28,0,0.52,0.09,0.52,0.12,4.66,0.98,1.04,0.15,0.28,1.87,0.40,4.05,0.25,0.37,0,4.94,0.18,13.72,0.43,0.21,0.58,0,0.40,0.37,5.46,0.03,3.99,0.15,0.74,1.07,0.03,3.34,1.56,0.34,0.18,8.65,0.09,0.06,0.61,0.06,2.64,0.15,0.09,0.06,0.06,1.41,0.43,0.34,2.58,0.18,1.38,0.12,1.38,9.17,0.18,0.03,0.06,0.06,0.03,0.12,1.87,
S67P,2883,3.59,161,0.21,0.94,2.67,0,0.38,0.03,0.62,0.03,6.56,0.73,1.08,0.55,0.10,1.32,0.28,6.35,0.24,0.03,0,3.78,0.10,17.00,0.03,0.07,0.17,0.10,0.38,0.55,5.72,0,3.82,0.14,1.08,0.76,0.07,2.19,1.49,0.59,0.52,5.97,0,0.03,0.07,0,2.84,0.49,0.14,0.24,0,0.73,0.10,0.45,1.18,0.03,3.33,0.14,4.65,8.81,0.14,0.03,0.10,0,0.07,0.03,2.64,
S682,10005,3.64,169,0.20,0.25,3.84,0,0.03,0.19,0.31,0.01,6.30,2.16,2.19,0.21,0.06,2.00,0.52,5.10,0.15,0.20,0.10,4.47,0.11,15.90,0.22,0.04,0.31,0.02,0.21,0.31,4.40,0,3.57,0.10,1.07,1.45,0.03,1.85,0.75,0.47,0.14,5.98,0.05,0.13,0.29,0.01,3.56,0.41,0.04,0.16,0.01,0.47,0.16,0.41,1.00,0.08,1.48,0.12,3.57,10.65,0.19,0.04,0.53,0.09,0,0.09,2.44,
S68E,6896,3.65,179,0.12,0.55,3.71,0,0.39,0.10,0.19,0.03,5.76,0.75,1.02,0.30,0.19,1.25,0.38,5.22,0.20,0.07,0.06,4.35,0.30,16.88,0.35,0.12,0.74,0.01,0.39,0.30,5.48,0.01,3.02,0.15,0.84,0.84,0.01,2.44,0.68,0.38,0.88,5.25,0.04,0.03,0.39,0,2.54,0.23,0.10,0.20,0.03,0.94,0.13,0.96,0.87,0.06,5.44,0.10,4.68,9.66,0.23,0,0.09,0.16,0.03,0.16,2.00,
S68F,4143,3.74,178,0.19,1.16,3.16,0,0.27,0.19,0.46,0.05,5.09,1.21,0.94,0.36,0.14,1.45,0.65,3.26,0.12,0.22,0.02,4.34,0.12,14.89,0.41,0.12,0.51,0,0.58,0.29,6.06,0,4.01,0.10,1.13,0.58,0.05,3.23,0.72,0.68,1.23,4.18,0.02,0.07,0.31,0,3.60,0.43,0.12,0.17,0.05,1.28,0.22,0.34,1.06,0.05,5.62,0.07,6.11,7.87,0.10,0,0.12,0.05,0.07,0.24,2.32,
S69G,1625,3.60,154,0.18,0.92,2.83,0,0.25,0.25,0.31,0.06,6.15,0.49,0.68,0.25,0.06,3.02,0.55,9.29,0.37,0.06,0,3.02,0.18,15.14,0.18,0,0.18,0,0.18,0.43,4.18,0,4.06,0.12,1.66,1.05,0.06,3.26,1.05,0.43,0.12,5.23,0,0.06,0.80,0,2.95,0.25,0,0.12,0.12,0.43,0.25,0.80,0.55,0,2.40,0.06,4.12,8.74,0.31,0,0,0,0,0.06,2.34,
S69V,5558,3.92,157,0.38,1.15,2.73,0.05,0.38,0.04,0.43,0.11,4.62,1.04,1.76,0.61,0.09,0.68,0.40,3.71,0.54,0.16,0.04,4.05,0.16,18.37,1.19,0.05,0.81,0,0.50,0.43,6.26,0.02,2.66,0.20,0.86,0.68,0.09,2.57,1.10,0.54,0.92,4.37,0,0.09,0.22,0,2.03,0.32,0.31,0.09,0,0.97,0.32,0.27,1.26,0.29,2.97,0.20,5.29,7.05,0.18,0.05,0.09,0.13,0,0.16,2.32,
S6A5,14262,3.66,161,0.11,1.00,3.17,0,0.32,0.04,0.29,0.01,4.68,1.07,1.35,0.27,0.14,1.13,0.49,6.99,0.36,0.09,0.04,3.53,0.09,15.85,0.40,0.15,0.38,0,0.32,0.57,5.98,0.01,2.54,0.22,0.55,0.81,0.04,2.07,1.02,0.73,1.60,5.13,0.04,0.02,0.20,0.01,3.21,0.18,0.09,0.11,0.02,1.11,0.15,0.46,1.42,0.18,2.92,0.10,7.35,7.82,0.18,0.03,0.06,0.10,0.04,0.11,1.87,
S6A7,9879,3.67,170,0.16,0.29,3.56,0.01,0.17,0.20,0.50,0.02,6.18,0.78,1.01,0.14,0.16,2.29,0.28,6.87,0.32,0.25,0.01,5.35,0.13,13.16,0.37,0.08,0.31,0.01,0.20,0.20,5.05,0,3.20,0.18,0.72,1.43,0.04,2.61,1.03,0.43,0.64,5.61,0,0.02,0.33,0.01,2.97,0.18,0.07,0.14,0.05,1.11,0.20,0.50,1.53,0.06,4.03,0.03,4.00,10.19,0.22,0.02,0.20,0.10,0.01,0.19,2.58,
S6AK,16749,3.61,170,0.15,1.42,2.96,0.04,0.16,0.14,0.36,0.02,5.90,1.02,1.56,0.41,0.23,1.35,0.43,4.49,0.22,0.14,0.07,3.74,0.07,17.74,0.26,0.12,0.39,0.03,0.30,0.29,5.17,0,3.79,0.34,1.06,0.84,0.04,2.12,0.90,0.59,0.63,5.17,0.11,0.02,0.19,0.01,3.14,0.50,0.13,0.13,0.04,0.65,0.08,0.46,1.36,0.06,3.82,0.15,5.05,8.82,0.17,0.01,0.08,0.04,0.02,0.07,2.61,
S6AP,5236,3.77,167,0.15,0.46,2.90,0,0.13,0.08,0.36,0.08,4.89,1.09,1.05,0.92,0.13,1.62,0.55,4.98,0.34,0.25,0.04,4.93,0.19,14.36,0.80,0.11,0.57,0,0.11,0.29,5.48,0,3.34,0.36,0.67,0.90,0.10,3.76,0.55,0.42,0.74,5.29,0.04,0.06,0.15,0,3.15,0.36,0.13,0.04,0.10,1.15,0.15,0.71,1.39,0.06,4.30,0.11,4.16,9.78,0.23,0.04,0.15,0.06,0,0.32,2.16,
S6AZ,2730,3.70,157,0.48,0.84,3.08,0,0.22,0.22,0.66,0,4.84,0.84,1.03,0.22,0.15,1.61,0.44,5.79,0.18,0.33,0.18,4.03,0.15,14.51,0.59,0,0.70,0,0.33,0.40,5.86,0,4.62,0.40,0.84,1.03,0,2.09,1.76,0.59,0.55,5.71,0.04,0,0.37,0.04,3.19,0.26,0,0.11,0,0.81,0.11,0.29,1.17,0,2.53,0.04,4.36,8.06,0.18,0,0.29,0.11,0,0,1.90,
S6BR,4359,3.61,173,0.18,0.41,3.26,0,0.34,0.16,0.80,0.09,5.46,1.65,1.95,0.30,0.32,1.17,0.30,4.98,0.62,0.18,0.05,5.60,0.30,13.74,0.34,0.09,0.25,0.02,0.37,0.21,5.12,0,4.70,0.16,1.28,0.76,0.07,2.57,1.01,0.62,0.21,5.92,0.02,0.05,0.32,0,4.34,0.46,0.14,0.28,0,0.73,0.16,0.48,1.01,0.07,0.96,0.09,2.48,11.68,0.37,0.02,0.34,0,0,0.14,2.13,
S6BS,18903,3.70,170,0.16,0.36,2.74,0.02,0.11,0.06,0.42,0.06,5.22,1.05,1.12,0.29,0.14,1.44,0.30,6.59,0.12,0.19,0.05,5.64,0.10,19.27,0.66,0.04,0.37,0.02,0.25,0.58,5.28,0.06,2.96,0.13,0.84,0.61,0.05,2.31,0.70,0.38,0.58,4.94,0.09,0.02,0.32,0.02,3.64,0.45,0.10,0.21,0.03,0.84,0.17,0.35,0.83,0.04,1.20,0.06,2.77,10.13,0.15,0.01,0.28,0.06,0.04,0.11,2.13,
S6EH,2621,3.75,164,0.23,0.53,3.82,0,0.27,0,0.31,0.04,5.88,0.76,1.41,0.11,0.08,2.90,0.34,5.04,0.34,0.19,0,4.69,0.15,17.28,0.15,0.23,0.19,0.04,0.15,0.34,6.26,0,2.86,0.46,0.95,0.99,0,2.44,0.80,0.38,0.95,5.34,0,0,0.34,0,2.67,0.31,0.15,0.15,0.11,0.84,0.34,0.57,1.34,0.04,4.01,0.08,3.13,10.15,0.23,0,0.15,0.04,0,0.08,2.14,
S6EX,7196,3.74,171,0.19,0.75,3.28,0.01,0.35,0.08,0.49,0.04,6.31,1.10,1.68,0.64,0.21,1.24,0.40,4.32,0.22,0.19,0.07,3.96,0.19,15.19,0.43,0.04,0.43,0.04,0.22,0.39,4.60,0,3.61,0.25,0.94,1.13,0.03,3.10,0.88,0.60,0.44,4.88,0.01,0,0.25,0.01,3.90,0.28,0.11,0.14,0.08,1.11,0.19,0.33,1.81,0.01,4.34,0.15,3.75,10.58,0.13,0.03,0.08,0.08,0.03,0.15,2.71,
S6GC,7942,3.70,163,0.42,0.79,3.39,0.01,0.64,0.11,0.97,0.10,6.02,1.02,0.72,0.39,0.15,1.75,0.49,5.49,0.26,0.20,0.09,3.61,0.13,14.14,0.34,0.20,0.53,0.01,0.42,0.20,5.51,0,3.58,0.23,0.87,1.17,0.05,3.85,0.94,0.54,0.53,4.87,0.05,0.09,0.42,0.03,4.12,0.15,0.13,0.19,0.05,1.06,0.23,0.62,1.55,0.16,2.32,0.11,3.64,10.55,0.33,0,0.05,0.11,0.01,0.14,2.34,
S6H4,1502,3.31,178,0.20,0.53,2.80,0,0,0,0.73,0,5.59,1.13,1.26,0.20,0.07,1.86,0.27,5.39,0.33,0.40,0,3.66,0.07,18.44,0.27,0.13,0.40,0.13,0,0.40,3.79,0,3.40,0,0.67,1.26,0.07,1.93,1.00,0.47,0.53,4.79,0,0,0.33,0.13,3.66,0.33,0.07,0.07,0,0.47,0.13,0.60,1.66,0,1.80,0.07,1.26,9.92,0.27,0,0.13,0,0,0.07,2.00,
S6HP,31537,3.75,162,0.42,1.33,3.42,0.01,0.40,0.04,0.47,0.02,6.19,1.08,1.44,0.23,0.16,2.26,0.42,6.38,0.16,0.34,0.19,4.15,0.11,14.57,0.55,0.10,0.50,0.03,0.39,0.33,4.98,0.03,2.95,0.14,0.45,1.32,0.07,3.99,0.84,0.31,1.01,5.82,0.03,0.01,0.26,0.02,3.38,0.37,0.18,0.18,0.02,1.24,0.26,0.37,1.26,0.10,3.38,0.03,3.94,10.63,0.32,0.06,0.09,0.13,0.01,0.11,2.30,
S6J2,13488,3.63,173,0.23,0.73,3.32,0.01,0.40,0.16,0.56,0.03,5.90,1.05,1.36,0.29,0.11,1.98,0.37,6.44,0.22,0.27,0.02,3.94,0.17,14.99,0.29,0.10,0.53,0.01,0.36,0.36,5.98,0.01,2.97,0.23,0.79,1.02,0.04,3.34,1.05,0.35,0.69,5.54,0.02,0.04,0.42,0.01,3.43,0.31,0.10,0.19,0.07,1.23,0.16,0.54,1.56,0.09,2.87,0.11,3.86,9.58,0.23,0.02,0.04,0.10,0.01,0.14,2.17,
S6J8,4309,3.90,182,1.04,1.90,3.09,0.07,0.65,0.02,0.12,0.05,2.20,0.51,0.81,0.35,0.12,1.58,0.32,4.66,0.12,0.05,0.07,4.69,0.07,16.29,0.51,0.12,0.93,0,0.49,0.46,6.82,0,1.79,0.21,1.04,1.23,0.07,2.41,0.86,0.53,0.42,5.99,0.05,0.07,0.35,0,1.16,0.42,0.16,0.09,0.05,0.70,0.28,0.46,1.16,0.05,5.89,0.09,9.68,2.90,0.26,0,0.02,0.23,0.05,0.12,1.46,
S6JL,11872,3.66,157,0.29,0.93,3.00,0.02,0.27,0.15,0.52,0.01,6.70,0.98,1.39,0.19,0.13,3.77,0.38,7.43,0.21,0.25,0.07,3.54,0.15,12.79,0.51,0.03,0.38,0.01,0.18,0.26,4.50,0,4.06,0.23,1.10,1.22,0.09,3.37,1.06,0.65,0.52,4.80,0.05,0.08,0.45,0.04,3.15,0.42,0.03,0.16,0.03,1.12,0.17,0.44,1.36,0.08,2.00,0.06,2.62,11.35,0.27,0.01,0.18,0.04,0,0.12,2.70,
S6JP,19987,3.70,186,0.17,0.68,3.52,0.01,0.13,0.14,0.34,0.04,6.30,0.89,1.41,0.33,0.21,1.66,0.46,5.54,0.31,0.14,0.04,4.21,0.10,16.79,0.22,0.09,0.46,0.03,0.31,0.25,5.25,0.01,3.10,0.18,0.79,1.06,0.08,2.00,0.80,0.56,0.53,5.15,0.05,0.01,0.23,0,3.99,0.57,0.22,0.20,0.02,0.73,0.22,0.35,1.09,0.07,3.33,0.05,3.99,10.86,0.16,0.03,0.51,0.05,0.02,0.10,2.45,
S6KV,4784,3.61,148,0.10,0.77,3.14,0,0.15,0.10,0.52,0.06,6.21,0.77,1.88,0.31,0.13,1.96,0.29,5.75,0.17,0.15,0.02,4.64,0.21,18.25,0.40,0.06,0.27,0.04,0.13,0.27,4.70,0,2.40,0.23,0.86,1.00,0.10,1.99,0.90,0.50,0.88,4.22,0.04,0,0.25,0,5.16,0.25,0.13,0.21,0.04,0.82,0.13,0.23,1.07,0.06,2.53,0.10,2.30,10.60,0.23,0.02,0.33,0.08,0.02,0.04,1.21,
S6MQ,5540,3.63,168,0.14,0.56,2.98,0.02,0.13,0.11,0.27,0.07,6.17,0.90,1.17,0.69,0.11,1.23,0.42,6.55,0.25,0.16,0.04,3.86,0.22,14.13,0.40,0.09,0.49,0,0.65,0.22,5.32,0.02,3.43,0.22,1.03,0.87,0.07,2.69,1.08,0.38,0.88,5.79,0,0.07,0.20,0.02,3.39,0.40,0.13,0.13,0.04,1.03,0.13,0.51,1.55,0.04,3.01,0.07,4.73,9.69,0.27,0.04,0.42,0.04,0.02,0.11,2.71,
S6PD,6788,3.69,150,0.34,0.41,3.43,0,0.35,0.15,0.50,0.04,5.92,1.15,1.12,0.44,0.19,1.31,0.16,5.83,0.25,0.22,0.03,3.77,0.18,17.80,0.31,0.10,0.35,0.03,0.22,0.44,5.24,0,3.37,0.24,1.24,0.81,0,2.42,0.80,0.46,0.43,4.73,0.01,0.03,0.22,0.03,4.49,0.21,0.16,0.16,0.06,0.87,0.07,0.53,1.78,0.15,2.27,0.06,2.62,10.39,0.13,0.01,0.27,0.09,0,0.07,2.53,
S6Q6,23877,3.61,144,0.07,0.28,3.02,0.01,0.20,0.15,0.31,0.04,6.09,0.95,0.95,0.19,0.20,1.93,0.33,8.21,0.21,0.14,0.02,3.77,0.11,14.96,0.30,0.09,0.44,0.02,0.31,0.27,5.22,0.01,3.07,0.16,0.71,1.00,0.02,1.87,0.73,0.60,0.42,5.08,0.03,0.00,0.33,0.03,3.31,0.28,0.14,0.18,0.02,0.68,0.04,0.63,1.54,0.05,3.15,0.05,4.07,10.47,0.27,0.03,0.31,0.08,0.01,0.08,2.28,
S6QU,4553,3.64,159,0.13,0.57,3.03,0,0.04,0.15,0.72,0.02,6.17,0.81,0.99,0.31,0.15,1.82,0.35,5.53,0.24,0.48,0.13,4.79,0.35,13.84,0.55,0.15,0.48,0,0.29,0.24,5.38,0,3.14,0.20,0.90,0.97,0.09,4.88,0.81,0.68,0.75,5.80,0.11,0.04,0.31,0,4.81,0.29,0.26,0.04,0.02,1.82,0.15,0.18,1.01,0.04,3.87,0.11,3.43,11.49,0.18,0.04,0.07,0.18,0.02,0.07,2.28,
S6R4,13758,3.65,165,0.13,1.16,3.02,0.02,0.37,0.08,0.60,0.04,5.70,0.84,0.73,0.22,0.15,1.56,0.39,7.57,0.29,0.15,0.06,3.56,0.09,15.78,0.65,0.12,0.50,0,0.31,0.34,5.88,0.01,2.06,0.24,0.51,0.80,0.01,2.90,0.86,0.56,0.96,4.53,0.04,0.01,0.33,0.01,3.28,0.25,0.12,0.11,0.01,1.18,0.13,0.40,1.64,0.09,3.61,0.14,5.84,9.11,0.36,0.01,0.05,0.12,0.03,0.15,2.07,
S6SH,13781,3.56,145,0.40,0.49,4.30,0.01,0.04,0.11,0.15,0.03,5.73,1.01,2.26,0.36,0.10,0.91,0.38,4.97,0.12,0.25,0.04,4.32,0.15,13.54,0.15,0.07,0.38,0.01,0.20,0.22,5.22,0.01,2.39,0.28,0.61,1.61,0.05,2.82,0.65,0.46,0.35,8.72,0,0.07,0.20,0.01,2.46,0.15,0.09,0.35,0.01,1.06,0.11,0.62,1.64,0.03,5.17,0.07,5.70,8.71,0.18,0.01,0.09,0.05,0.04,0.07,2.13,
S6TR,990,3.66,165,0,0.30,2.53,0,0.10,0.30,0.40,0.20,4.34,1.11,1.01,0.20,0.20,1.82,0.10,6.16,0.40,0,0,3.84,0.40,18.48,0.10,0.20,0.20,0,0.30,0.30,6.06,0,2.53,0.20,0.51,0.81,0,1.92,0.40,0.40,0.30,5.25,0.10,0,0.20,0.10,2.63,0.30,0,0,0,0.61,0.20,0.61,1.01,0,2.32,0.20,5.35,7.88,0.20,0,0.20,0,0,0.20,2.42,
S6UQ,3962,3.68,164,0.15,0.35,3.48,0.05,0.10,0.20,0.71,0.08,6.79,0.96,1.26,0.50,0.28,2.30,0.40,6.06,0.23,0.25,0.13,3.46,0.18,15.07,0.15,0.13,0.38,0.05,0.28,0.18,4.57,0.05,2.75,0.10,0.66,1.29,0.10,2.35,1.06,0.76,0.66,5.98,0.03,0.03,0.30,0.08,4.42,0.45,0.15,0.08,0,0.96,0.15,0.30,0.98,0.03,3.03,0.08,3.69,10.73,0.15,0.03,0.33,0.10,0,0.05,2.88,
S6W8,35857,3.64,148,0.13,0.41,3.44,0.00,0.10,0.15,0.47,0.03,6.42,1.00,1.42,0.20,0.13,1.44,0.44,5.20,0.11,0.09,0.04,5.09,0.12,16.77,0.26,0.08,0.45,0.04,0.38,0.20,4.69,0.01,3.05,0.18,1.01,0.82,0.08,1.96,0.98,0.42,0.39,5.33,0.02,0.02,0.24,0.01,5.10,0.35,0.11,0.19,0.01,0.71,0.18,0.51,1.08,0.03,2.21,0.04,2.89,10.74,0.24,0.01,0.45,0.07,0.02,0.07,2.15,
S6YA,15383,3.64,143,0.10,1.29,3.25,0.01,0.25,0.09,0.51,0.02,5.57,0.86,1.30,0.32,0.21,1.13,0.45,5.34,0.24,0.07,0.07,3.28,0.14,16.88,0.42,0.16,0.53,0.01,0.46,0.40,5.63,0.01,3.07,0.27,0.81,0.80,0.07,2.40,1.14,0.53,0.94,5.10,0.08,0.03,0.18,0.01,3.13,0.31,0.10,0.21,0.01,1.01,0.10,0.41,1.15,0.12,4.08,0.10,5.62,9.15,0.16,0.02,0.05,0.07,0.04,0.09,2.20,
S6ZU,7255,3.66,179,0.10,0.72,2.65,0.03,0.06,0.29,0.55,0.01,5.90,0.98,1.05,0.51,0.22,1.41,0.33,5.69,0.17,0.15,0.10,4.22,0.17,15.73,0.28,0.06,0.40,0.01,0.17,0.19,5.82,0.01,2.69,0.21,0.76,0.55,0.15,2.37,0.80,0.72,0.73,5.94,0,0,0.22,0.01,2.94,0.44,0.10,0.17,0.01,1.10,0.11,0.77,0.94,0.03,5.71,0.04,4.41,9.91,0.23,0,0.14,0.01,0.01,0.15,2.43,
S72E,12614,3.65,160,0.22,0.74,3.76,0.01,0.17,0.15,0.36,0.05,5.60,1.18,1.23,0.29,0.14,2.08,0.31,4.91,0.25,0.66,0.02,4.52,0.07,14.83,0.38,0.11,0.40,0.05,0.44,0.20,5.12,0,4.28,0.18,0.56,1.09,0.05,3.12,0.74,0.47,0.68,5.89,0.04,0.05,0.32,0.02,3.89,0.36,0.04,0.10,0.05,0.82,0.20,0.38,0.89,0.10,2.88,0.10,4.06,10.08,0.25,0.01,0.15,0.03,0.01,0.10,1.85,
S72Q,9333,3.76,184,0.26,0.49,3.39,0.01,0.10,0.11,0.33,0.04,4.88,0.77,1.09,0.35,0.23,1.93,0.45,4.82,0.26,0.49,0.04,4.82,0.11,18.73,0.57,0.12,0.62,0.02,0.32,0.50,5.46,0,3.63,0.20,0.71,1.06,0.01,2.42,0.60,0.36,0.32,5.58,0.10,0.05,0.29,0.01,2.22,0.29,0.11,0.18,0.03,0.70,0.09,0.36,1.30,0.05,2.60,0.06,4.53,8.67,0.20,0.03,0.09,0.21,0.03,0.28,1.90,
S73U,14681,3.60,164,0.15,0.42,3.02,0,0.18,0.10,0.55,0.05,6.01,0.99,1.05,0.56,0.17,1.21,0.50,5.31,0.27,0.07,0.07,3.69,0.14,14.64,0.19,0.11,0.57,0.02,0.46,0.33,5.60,0.01,3.02,0.25,0.83,0.88,0.04,2.15,1.44,0.50,0.94,6.40,0.01,0.03,0.35,0,2.43,0.23,0.14,0.20,0.01,1.04,0.07,0.74,1.36,0.05,5.18,0.04,5.82,8.38,0.20,0.02,0.18,0.08,0.02,0.16,2.24,
S74A,3650,3.68,140,0.47,0.99,3.04,0.05,0.16,0.16,1.07,0,5.04,0.71,0.90,0.44,0.16,1.12,0.27,6.05,0.16,0.14,0,4.14,0.08,17.86,0.36,0.11,0.33,0,0.22,0.38,4.55,0.03,2.16,0.16,1.32,0.96,0.05,2.68,2.66,0.71,0.55,5.18,0,0.05,0.30,0.03,3.37,0.14,0.16,0.19,0.03,0.63,0.14,0.41,1.53,0.03,3.29,0.08,3.89,6.88,0.30,0.03,0.03,0.05,0.03,0.03,2.36,
S75W,5636,3.71,152,0.14,0.43,3.81,0,0.57,0.16,0.41,0.04,6.78,0.66,0.99,0.37,0.14,1.44,0.44,4.76,0.21,0.09,0.20,3.35,0.21,16.06,0.39,0.04,0.59,0,0.32,0.18,5.20,0,4.61,0.23,1.06,1.22,0.04,2.64,0.66,0.67,0.85,5.75,0.05,0.04,0.34,0,3.11,0.28,0.23,0.16,0.07,0.96,0.12,0.75,1.14,0.04,3.57,0.14,3.53,10.88,0.21,0,0.16,0.12,0,0.16,2.64,
S776,9002,3.64,162,0.07,0.53,3.22,0,0.42,0.11,0.51,0.01,6.63,1.26,0.98,0.76,0.09,1.41,0.46,5.40,0.17,0.17,0.06,3.49,0.22,12.97,0.59,0.16,0.48,0.01,0.40,0.32,4.95,0.02,4.05,0.22,1.10,0.81,0,3.04,1.08,0.53,0.62,6.14,0,0.12,0.43,0.01,4.62,0.30,0.16,0.11,0.02,1.18,0.20,0.72,1.69,0.02,2.41,0.14,3.05,11.20,0.36,0.01,0.17,0.11,0.01,0.14,3.04,
