Filename,Tokens,AWL,TTR,AMP,ANDC,[BEMA],[BYPA],CAUS,CONC,COND,CONJ,[CONT],DEMO,DEMP,DPAR,DWNT,EMPH,EX,FPP1,GER,HDG,INPR,JJ,NEMD,NN,NOMZ,OSUB,[PASS],[PASTP],[PEAS],PHC,PIN,[PIRE],PIT,PLACE,POMD,PRED,[PRESP],[PRIV],PRMD,[PROD],[PUBV],RB,[SERE],[SMP],[SPAU],[SPIN],SPP2,[STPR],[SUAV],SYNE,THAC,[THATD],THVC,TIME,TO,TOBJ,TPP3,TSUB,VBD,VPRT,[WHCL],[WHOBJ],[WHQU],[WHSUB],[WZPAST],[WZPRES],XX0,
SKJ6,12970,3.63,166,0.08,0.36,3.17,0,0.13,0.24,0.51,0.03,6.54,1.01,1.25,0.25,0.11,2.61,0.41,6.89,0.25,0.34,0.04,3.60,0.17,15.69,0.19,0.10,0.35,0.02,0.24,0.33,5.07,0,3.60,0.22,0.79,0.96,0.02,2.88,1.30,0.34,0.86,4.66,0.02,0.02,0.29,0,3.19,0.17,0.15,0.12,0.06,1.23,0.08,0.46,1.26,0.05,2.77,0.04,3.08,11.08,0.17,0.01,0.17,0.09,0.01,0.10,2.49,
SKJH,5568,3.71,140,0.09,1.24,2.64,0,0.04,0.07,0.25,0.02,6.09,1.33,2.01,0.68,0.18,1.11,0.59,2.95,0.31,0.50,0.05,4.51,0.13,18.32,0.31,0.04,0.32,0.02,0.14,0.40,5.23,0,1.81,0.32,0.36,0.50,0.07,2.98,1.01,0.59,0.48,5.62,0.07,0.04,0.20,0.02,3.38,0.25,0.09,0.11,0.02,0.97,0.20,0.36,1.24,0.07,5.73,0.05,3.70,10.43,0.22,0,0.11,0.14,0.04,0.05,2.23,
SKJQ,4668,3.62,167,0.04,0.32,2.63,0.02,0.04,0.32,0.77,0.02,6.53,1.07,0.79,0.58,0.43,0.94,0.77,4.97,0.41,0.11,0.06,4.80,0.21,15.98,0.28,0.13,0.26,0.02,0.19,0.26,5.76,0,3.64,0.32,1.33,0.60,0.02,2.10,1.61,0.41,0.30,5.74,0,0.04,0.36,0,4.13,0.47,0.13,0.15,0.06,0.77,0.24,0.66,1.48,0.02,2.10,0.11,1.99,9.85,0.15,0.02,0.06,0,0,0.06,2.72,
SKKB,7231,3.57,147,0.17,0.66,3.39,0.01,0.14,0.12,0.47,0.01,6.06,1.16,1.09,0.25,0.03,2.52,0.29,6.62,0.11,0.17,0,3.78,0.18,13.77,0.25,0.08,0.37,0.01,0.41,0.28,5.14,0.01,3.79,0.14,0.71,1.00,0,2.12,0.80,0.46,0.57,5.13,0,0.04,0.29,0.03,3.50,0.46,0.28,0.17,0.03,0.58,0.08,0.41,0.90,0.01,3.08,0.03,3.25,11.26,0.07,0.03,0.26,0.06,0.03,0.11,2.10,
SKKU,2985,3.70,164,0.13,0.47,3.58,0,0.23,0.23,1.78,0.10,6.67,0.94,1.14,0.27,0.03,1.94,0.17,7.27,0.10,0.13,0.07,3.95,0.27,11.49,0.77,0.17,0.57,0.03,0.50,0.30,5.43,0,3.92,0.07,1.24,1.17,0.03,2.35,1.34,0.30,1.01,6.40,0.10,0,0.40,0,1.11,0.13,0.90,0.10,0.13,1.11,0.44,0.40,1.51,0.17,3.99,0.07,3.69,9.82,0.23,0.07,0.17,0.07,0,0.20,2.98,
SKL3,8992,3.71,168,0.20,0.26,3.46,0,0.04,0.17,0.54,0.04,6.19,1.21,1.03,0.31,0.06,1.37,0.33,5.30,0.19,0.10,0.02,4.06,0.21,15.88,0.29,0.04,0.44,0.03,0.33,0.27,4.97,0,4.40,0.11,1.02,1.08,0.06,2.88,1.11,0.56,0.78,5.48,0.01,0.02,0.23,0.02,3.75,0.34,0.18,0.12,0,1.08,0.10,0.34,1.06,0.06,3.37,0.13,4.28,10.42,0.33,0.01,0.26,0.11,0.01,0.06,2.55,
SKL5,12951,3.54,171,0.12,0.55,3.54,0,0.23,0.05,0.59,0.07,6.89,1.02,1.29,0.51,0.16,1.39,0.32,4.80,0.29,0.17,0.06,3.95,0.12,14.07,0.12,0.19,0.54,0.04,0.38,0.26,5.47,0.02,3.00,0.25,0.68,0.85,0.08,2.32,1.52,0.71,0.63,6.15,0.05,0.02,0.30,0.02,3.76,0.43,0.25,0.18,0.04,0.93,0.07,0.56,1.30,0.02,5.54,0.04,3.77,10.49,0.16,0.02,0.24,0.03,0,0.05,2.65,
SKMV,5577,3.81,163,0.29,0.65,3.44,0,0.45,0.07,0.29,0.02,4.16,1.40,0.99,0.09,0.18,1.76,0.61,3.71,0.13,0.75,0.05,5.74,0.07,17.29,0.32,0.05,0.65,0,0.27,0.63,5.95,0,3.41,0.18,0.72,0.95,0.04,3.21,0.38,0.22,0.45,5.52,0.02,0.02,0.32,0.04,1.95,0.16,0.09,0.07,0.07,1.06,0.36,0.23,1.22,0.09,4.59,0.05,6.51,6.99,0.25,0.05,0.09,0.13,0.02,0.13,1.45,
SKNF,5443,3.65,137,0.11,0.79,2.96,0.02,0.37,0.11,0.48,0.02,6.25,0.70,1.27,0.99,0.17,1.05,0.35,5.55,0.50,0.28,0.11,3.51,0.24,12.81,0.44,0.20,0.51,0,0.39,0.26,4.91,0,2.83,0.15,0.90,0.77,0.02,2.74,1.29,0.53,1.14,6.15,0.06,0.02,0.13,0.02,4.43,0.29,0.20,0.11,0.09,1.21,0.24,0.90,1.82,0.09,3.88,0.15,4.21,9.76,0.20,0.02,0.15,0.09,0.02,0.13,2.26,
SKPB,10162,3.59,132,0.24,1.09,3.50,0.01,0.17,0.08,0.29,0.06,5.62,0.92,1.33,0.11,0.05,2.06,0.24,6.88,0.04,0.14,0,6.48,0.20,15.25,0.23,0.16,0.31,0,0.30,0.35,4.60,0.01,3.74,0.05,0.47,1.25,0.02,1.89,0.80,0.56,0.60,5.32,0.04,0.03,0.28,0,3.00,0.20,0.09,0.12,0.02,0.68,0.14,0.39,0.94,0.11,3.14,0.05,4.54,10.42,0.24,0.05,0.11,0.10,0.02,0.07,1.57,
SKPP,15649,3.65,144,0.13,0.82,3.46,0.01,0.77,0.12,0.29,0.03,5.43,1.51,1.19,0.09,0.13,1.87,0.20,10.40,0.12,0.10,0.08,3.35,0.12,11.09,0.47,0.24,0.40,0,0.26,0.28,5.80,0,2.42,0.24,0.47,1.42,0.02,2.83,0.82,0.42,0.74,5.04,0.02,0.01,0.32,0.02,3.64,0.11,0.13,0.20,0.10,0.83,0.45,0.26,1.22,0.24,2.84,0.07,5.93,8.86,0.23,0.03,0.04,0.04,0.01,0.08,2.14,
SKPX,3414,3.72,141,0.23,0.50,3.37,0,0.18,0.23,0.50,0.03,4.92,0.97,1.49,0.53,0.03,1.67,0.59,4.60,0.15,0.59,0.03,3.87,0.18,18.92,0.12,0.06,0.53,0.03,0.23,0.47,4.57,0,2.69,0.06,1.00,0.91,0.03,3.66,0.88,0.29,0.15,4.54,0.06,0,0.26,0.06,2.46,0.47,0.06,0.03,0.06,1.35,0.09,0.09,0.79,0.03,2.96,0.15,4.22,9.17,0.29,0.03,0.18,0.03,0,0.12,2.75,
SKRC,16103,3.70,157,0.18,0.98,2.94,0.03,0.27,0.05,0.36,0.04,5.92,0.75,1.02,0.80,0.11,1.11,0.35,5.46,0.24,0.04,0.08,3.71,0.09,16.57,0.30,0.08,0.40,0.02,0.33,0.26,5.60,0.02,2.53,0.19,0.77,0.78,0.07,2.22,0.91,0.57,0.79,5.20,0.07,0.01,0.26,0.01,3.37,0.48,0.21,0.17,0.01,0.76,0.15,0.56,1.06,0.05,4.73,0.06,5.58,9.25,0.16,0.05,0.30,0.09,0.02,0.13,2.58,
SKRZ,10003,3.72,168,0.55,0.37,3.75,0.02,0.15,0.07,0.47,0.06,5.64,0.89,1.31,0.54,0.09,2.14,0.39,5.33,0.22,0.78,0.02,5.17,0.17,15.42,0.40,0.14,0.64,0,0.34,0.31,5.58,0.01,3.78,0.20,0.75,1.60,0.08,3.20,1.05,0.38,0.50,5.88,0.09,0.10,0.47,0.01,2.59,0.43,0.14,0.15,0.05,1.21,0.11,0.64,1.74,0.08,2.79,0.09,3.36,9.95,0.23,0.01,0.14,0.04,0.02,0.17,2.03,
SKX6,7710,3.79,169,0.44,0.54,3.24,0.03,0.13,0.06,0.27,0,5.80,1.23,1.21,0.67,0.14,1.60,0.47,5.21,0.42,0.32,0.06,4.40,0.19,14.97,0.32,0.12,0.69,0.01,0.64,0.32,5.08,0,3.51,0.23,0.89,0.75,0.03,2.79,0.66,0.49,0.75,6.52,0.04,0.05,0.31,0.01,3.07,0.21,0.23,0.17,0.04,1.17,0.27,0.64,1.15,0.18,3.50,0.13,4.45,9.65,0.27,0.01,0.18,0.06,0,0.09,2.44,
SKXA,14000,3.75,180,0.24,0.79,3.02,0.01,0.14,0.05,0.38,0.05,5.24,1.05,1.01,0.17,0.24,2.02,0.37,6.39,0.26,0.52,0.08,5.37,0.14,17.52,0.60,0.11,0.33,0,0.12,0.40,6.14,0,2.86,0.26,0.74,1.09,0.04,3.36,0.44,0.51,0.51,4.79,0.01,0.11,0.31,0.02,2.44,0.31,0.10,0.13,0.04,0.99,0.13,0.44,1.39,0.11,1.66,0.14,2.60,10.09,0.22,0.02,0.11,0.14,0.02,0.21,1.82,
SKY2,1820,3.60,157,0.33,0.88,3.24,0.05,0.33,0.22,0.27,0,5.11,0.93,0.66,0.16,0.11,3.13,0.55,6.70,0.16,0.33,0.11,4.45,0.05,15.60,0.11,0.05,0.99,0,0.05,0.66,4.73,0,1.87,0.33,0.33,1.21,0,4.23,0.38,0.27,0.49,6.10,0,0,0.44,0,2.47,0.33,0.05,0.27,0.05,1.26,0.38,0.27,1.26,0.05,5.27,0,4.84,8.74,0.11,0,0.11,0.11,0.05,0.05,1.92,
SKY7,5379,3.76,160,0.35,0.84,2.92,0.02,0.22,0.13,0.32,0.04,5.34,1.06,1.15,0.13,0.09,1.82,0.35,5.43,0.52,0.22,0.02,4.57,0.04,19.02,0.13,0.15,0.43,0.02,0.22,0.65,5.52,0,2.32,0.24,1.38,0.82,0.04,1.62,1.82,0.76,0.59,5.13,0.02,0.02,0.37,0.02,4.22,0.26,0.13,0.11,0.04,0.56,0.15,0.61,1.56,0.07,1.51,0.11,1.80,8.94,0.13,0.02,0.13,0.04,0.02,0.07,1.90,
SKYQ,9959,3.66,162,0.19,0.76,3.14,0.01,0.24,0.05,0.58,0.01,5.93,1.09,1.30,0.43,0.22,1.40,0.83,4.70,0.51,0.08,0.06,4.00,0.09,15.66,0.21,0.04,0.56,0,0.42,0.22,5.32,0,2.95,0.38,0.96,0.79,0.02,2.41,0.92,0.46,0.51,5.48,0.03,0,0.27,0,3.04,0.24,0.23,0.23,0.03,0.76,0.20,0.52,1.24,0.06,4.37,0.09,5.15,9.13,0.22,0.01,0.13,0.06,0.02,0.21,2.39,
SKYV,3371,3.77,156,0.53,0.36,3.20,0,0.21,0.15,0.62,0.03,4.45,0.92,1.01,0.56,0.18,1.60,0.53,6.35,0.30,0.71,0.06,5.90,0.24,16.76,0.86,0.12,0.39,0,0.39,0.53,5.58,0,3.06,0.18,1.51,1.28,0.15,3.41,1.16,0.92,0.39,6.67,0.12,0,0.56,0.03,1.99,0.42,0.18,0.15,0.09,1.28,0.12,0.53,1.51,0.09,1.19,0.09,1.69,9.55,0.21,0.03,0.12,0.09,0.03,0.03,1.75,
SKZX,3903,3.78,172,0.05,0.46,2.97,0.03,0.08,0.18,0.69,0,6.20,0.97,1.46,0.64,0.10,1.95,0.77,4.92,0.05,0.10,0.03,3.97,0.05,16.19,0.28,0.05,0.49,0.05,0.36,0.20,5.12,0,3.10,0.44,0.95,0.72,0,2.38,1.56,0.51,1.13,5.56,0.03,0.05,0.31,0,2.74,0.33,0.15,0.18,0.03,1.02,0.08,0.51,0.97,0,4.18,0.03,5.02,9.02,0.26,0.05,0.46,0.10,0.03,0.03,2.05,
SL3R,6228,3.65,150,0.18,1.22,2.95,0,0.35,0.11,0.31,0.02,6.15,0.56,0.95,0.29,0.18,2.46,0.26,7.11,0.26,0.24,0.05,4.16,0.06,16.63,0.34,0.03,0.27,0.02,0.39,0.40,4.24,0,2.52,0.13,0.72,1.62,0.03,2.60,1.19,0.85,0.48,5.17,0.03,0.05,0.32,0.02,2.10,0.22,0.11,0.19,0.08,0.66,0.13,0.35,1.03,0.10,4.19,0.08,4.21,9.52,0.22,0,0.14,0.06,0.02,0.02,2.36,
SL46,1515,3.83,147,0.07,0.92,1.91,0,0.26,0,0.46,0.07,3.23,1.85,0.92,0.59,0.13,0.92,0.79,1.91,0.07,0.40,0,2.97,0.26,18.88,0.99,0.33,0.33,0.07,0.92,0.73,7.79,0.07,2.51,0.13,0.92,0.33,0.13,2.05,0.99,0.46,0.40,7.00,0.13,0,0.53,0.07,5.08,0.20,0.46,0,0,0.59,0.20,0.40,1.45,0.13,3.04,0.13,1.39,9.04,0.26,0,0.07,0.40,0.07,0.07,0.92,
SL76,10840,3.72,159,0.54,0.48,3.86,0.02,0.41,0.04,0.54,0.04,6.00,1.23,1.38,0.44,0.18,1.89,0.37,5.24,0.12,0.81,0,4.93,0.21,14.34,0.61,0.17,0.50,0.01,0.30,0.25,6.10,0.04,3.93,0.35,0.82,1.48,0.06,3.04,0.88,0.34,0.55,6.50,0.06,0.15,0.46,0.02,2.62,0.28,0.08,0.06,0.04,1.12,0.18,0.37,1.38,0.09,2.05,0.05,3.23,9.93,0.26,0.07,0.15,0.15,0.01,0.05,2.07,
SL8N,21499,3.72,153,0.16,1.09,3.20,0.01,0.07,0.12,0.42,0.02,5.67,1.45,1.83,0.52,0.16,1.47,0.50,3.56,0.26,0.48,0.12,4.74,0.19,15.53,0.31,0.11,0.62,0.01,0.46,0.33,5.46,0.00,3.27,0.23,0.79,0.68,0.07,3.34,0.68,0.51,0.44,4.97,0.05,0.04,0.24,0.03,3.58,0.36,0.07,0.15,0.06,1.02,0.19,0.41,1.09,0.04,4.79,0.07,4.37,10.02,0.27,0.03,0.13,0.05,0.05,0.13,2.20,
SL9D,848,3.71,179,0.59,0.59,3.77,0,0.12,0,0.71,0,6.37,0.35,1.18,0.47,0.35,2.12,1.06,4.13,0.24,0.24,0.12,4.83,0,17.69,0.12,0,0.59,0,0.59,0.24,4.36,0,2.59,0.35,1.06,1.77,0.12,2.71,1.65,1.06,0.47,5.90,0.24,0.24,0.47,0,3.07,0.24,0,0.59,0,0.83,0.12,0.12,1.18,0,4.60,0.12,4.13,8.96,0.12,0,0,0,0,0,2.36,
SL9V,37480,3.84,178,0.23,0.43,3.42,0.02,0.19,0.13,0.37,0.03,5.59,1.10,1.16,0.22,0.15,2.06,0.46,5.96,0.25,0.26,0.03,5.01,0.16,16.12,0.64,0.13,0.50,0.01,0.24,0.31,6.08,0.02,3.04,0.31,0.71,1.03,0.03,2.54,0.65,0.44,0.45,5.43,0.07,0.05,0.30,0.01,2.97,0.26,0.23,0.18,0.03,0.92,0.17,0.41,1.20,0.09,2.72,0.15,4.02,10.21,0.22,0.03,0.07,0.10,0.02,0.13,1.96,
SLBG,3862,3.64,167,0.26,0.31,3.29,0,0.13,0.21,0.52,0.03,6.27,0.85,1.40,0.41,0.05,2.25,0.49,4.48,0.05,0.28,0.08,3.94,0.26,15.30,0.18,0.03,0.57,0.05,0.05,0.34,4.95,0.03,4.12,0.49,0.96,0.98,0.05,2.69,1.61,0.57,0.73,6.45,0.03,0.05,0.44,0,4.53,0.18,0.16,0.16,0.03,1.11,0.08,0.54,1.37,0,3.29,0.03,3.08,9.61,0.26,0.05,0.41,0.08,0,0.10,2.28,
SLBS,13899,3.62,149,0.07,0.58,2.93,0.01,0.21,0.12,0.39,0.03,7.01,1.27,1.49,0.66,0.14,1.57,0.23,6.63,0.42,0.19,0.07,4.17,0.19,14.58,0.47,0.09,0.43,0.04,0.34,0.26,4.85,0,3.61,0.17,0.79,0.87,0.05,2.43,0.93,0.74,0.99,4.85,0.03,0.02,0.28,0.02,2.87,0.20,0.20,0.14,0.02,0.91,0.17,0.49,1.49,0.09,3.29,0.10,3.99,10.31,0.26,0.02,0.17,0.04,0.01,0.07,3.09,
SLDB,17811,3.71,155,0.17,0.63,3.33,0.02,0.26,0.13,0.52,0.03,5.85,0.88,1.32,0.22,0.16,1.99,0.30,6.41,0.39,0.17,0.07,4.08,0.15,14.99,0.35,0.15,0.51,0.03,0.35,0.28,5.90,0.01,2.93,0.21,0.79,1.10,0.05,2.66,0.84,0.52,0.67,5.16,0.05,0,0.49,0.03,2.82,0.39,0.17,0.14,0.02,0.96,0.19,0.76,1.74,0.12,3.65,0.10,3.73,10.41,0.29,0.01,0.06,0.10,0.01,0.12,1.96,
SLDD,7958,3.70,176,0.19,0.55,3.58,0.01,0.23,0.20,0.20,0,5.04,0.75,1.23,0.25,0.19,2.37,0.19,5.44,0.19,0.34,0.04,4.52,0.06,15.68,0.13,0.11,0.30,0.01,0.16,0.44,4.96,0.01,3.38,0.23,0.57,1.60,0.04,2.17,0.65,0.26,0.48,6.31,0.04,0.06,0.35,0.03,2.12,0.11,0.21,0.23,0.05,0.80,0.18,0.59,1.17,0.03,4.23,0.06,6.31,8.21,0.21,0.01,0.10,0.16,0.01,0.11,2.30,
SLH6,10197,3.80,155,0.30,0.76,3.65,0.01,0.09,0.08,0.56,0.03,5.82,1.27,1.29,0.06,0.11,3.53,0.42,4.23,0.30,0.45,0.04,4.64,0.15,14.82,0.81,0.15,0.49,0.01,0.27,0.27,4.84,0.04,4.70,0.18,0.61,1.76,0.05,2.10,0.67,0.39,0.47,4.65,0.05,0.01,0.35,0.02,2.28,0.24,0.16,0.14,0.03,0.79,0.15,0.25,1.20,0.09,2.43,0.02,3.35,10.13,0.10,0.04,0.08,0.17,0,0.11,1.62,
SLJ5,9337,3.65,167,0.32,0.41,2.93,0.02,0.34,0.11,0.85,0.03,5.46,0.87,0.80,0.76,0.21,1.22,0.43,6.90,0.26,0.20,0.04,4.19,0.10,13.93,0.40,0.11,0.39,0,0.59,0.18,5.70,0.03,3.31,0.32,1.31,0.87,0,2.84,1.17,0.52,0.52,5.57,0.10,0.15,0.31,0.03,3.37,0.28,0.14,0.06,0.03,1.18,0.13,0.47,1.64,0.05,2.53,0.09,3.92,9.16,0.12,0.06,0.06,0.04,0.01,0.09,2.20,
SLJW,8555,3.64,172,0.13,0.22,3.90,0,0.02,0.08,0.36,0.02,7.05,0.89,0.79,0.49,0.21,1.16,0.40,6.71,0.39,0.12,0.05,4.11,0.25,17.24,0.05,0.01,0.34,0.06,0.35,0.28,5.20,0,3.45,0.37,0.81,1.10,0.05,2.34,1.41,0.40,0.61,5.76,0.04,0.04,0.23,0,4.00,0.53,0.09,0.21,0.04,0.94,0.08,0.64,0.67,0.02,1.69,0.05,2.95,10.73,0.19,0,0.40,0.04,0.09,0.08,2.86,
SLLC,5196,3.56,154,0.29,0.62,2.39,0,0.15,0.12,0.71,0.02,7.27,0.77,0.92,0.35,0.13,1.37,0.23,7.02,0.33,0.13,0.04,3.41,0.10,15.45,0.21,0.12,0.19,0.08,0.29,0.50,5.48,0.02,2.96,0.06,1.37,0.67,0.08,2.19,1.81,0.48,0.42,4.87,0,0,0.44,0,3.25,0.40,0.12,0.17,0.02,0.75,0.06,0.40,1.35,0.04,3.96,0,3.43,9.20,0.23,0.04,0.06,0.10,0,0.10,3.85,
SLMB,11187,3.70,155,0.77,1.05,3.08,0.01,0.32,0.02,0.37,0.07,4.09,1.28,1.22,0.14,0.13,1.55,0.67,3.46,0.31,0.25,0.03,5.26,0.09,16.43,0.61,0.18,0.72,0,0.30,0.42,6.33,0,3.13,0.23,0.85,0.76,0.05,2.04,0.61,0.25,0.35,5.57,0.04,0.04,0.31,0.02,1.98,0.26,0.10,0.03,0.07,0.61,0.12,0.32,1.05,0.11,3.51,0.09,4.09,7.88,0.10,0.05,0.04,0.18,0.02,0.13,0.93,
SLMK,1771,3.56,175,0.17,1.07,3.39,0,0.11,0.17,0.56,0.11,6.21,0.96,0.85,1.19,0.11,1.30,0.06,6.32,0.51,0.06,0.11,4.29,0.11,15.47,0.90,0.06,0.17,0,0.28,0.23,4.80,0,3.50,0.23,0.96,0.79,0.06,1.92,0.90,0.68,0.23,4.91,0,0,0.11,0,3.73,0.40,0.17,0.06,0,0.56,0.17,0.79,1.52,0,2.15,0.06,2.48,11.63,0.17,0.06,0.06,0,0,0,3.11,
SLNB,18143,3.76,173,0.37,0.72,3.70,0.02,0.14,0.06,0.39,0.08,5.93,0.93,1.49,0.48,0.15,1.86,0.46,5.17,0.35,0.20,0.01,4.91,0.21,17.99,0.57,0.10,0.51,0.03,0.28,0.40,6.21,0.02,2.89,0.14,0.82,1.48,0.04,1.75,1.05,0.51,0.46,5.52,0.19,0.04,0.40,0.02,3.01,0.48,0.14,0.18,0.02,0.49,0.13,0.37,0.86,0.06,1.96,0.07,2.97,9.87,0.13,0.03,0.18,0.14,0.01,0.13,1.87,
SLNV,6318,3.69,174,0.30,0.74,2.88,0.02,0.14,0.11,0.54,0.06,5.38,1.17,0.97,0.14,0.02,1.82,0.44,6.35,0.25,0.84,0.05,5.29,0.08,17.41,0.65,0.14,0.35,0,0.16,0.28,6.43,0,2.01,0.47,1.14,1.17,0,3.20,0.85,0.33,0.43,4.08,0.06,0.05,0.33,0.03,2.06,0.17,0.41,0.22,0,1.06,0.11,0.25,1.19,0.11,2.71,0.06,2.69,8.86,0.30,0.03,0.08,0.11,0.03,0.24,2.04,
SLPW,4690,3.73,163,0.11,0.23,3.24,0,0.41,0.23,0.47,0.06,4.99,0.94,1.49,0.17,0.13,1.04,0.30,6.61,0.36,0,0.06,3.97,0.04,16.23,0.26,0.09,0.81,0.02,0.55,0.21,5.61,0,4.05,0.36,0.62,0.83,0.04,1.92,0.83,0.38,0.47,4.18,0,0,0.34,0,3.58,0.32,0.13,0.21,0.02,0.70,0.11,0.58,1.22,0.09,3.35,0.06,4.56,10.09,0.26,0,0.41,0.02,0,0.04,2.00,
SLRD,11775,3.82,175,0.48,0.54,3.66,0.04,0.25,0.03,0.39,0.04,4.96,1.30,1.14,0.34,0.14,1.30,0.53,4.71,0.36,0.10,0.06,4.11,0.15,14.98,0.73,0.14,0.63,0.01,0.55,0.52,6.17,0.01,2.99,0.23,0.70,0.92,0,2.79,0.93,0.38,0.82,5.14,0.07,0.02,0.26,0.01,2.28,0.26,0.23,0.22,0.04,0.96,0.29,0.37,1.49,0.17,3.64,0.08,4.44,9.24,0.42,0.03,0.14,0.27,0.03,0.15,2.18,
SLRY,5312,3.63,148,0.15,0.85,2.92,0,0.51,0.13,0.40,0,6.46,0.83,1.36,0.24,0.06,2.56,0.24,8.83,0.13,0.23,0.04,3.52,0.11,15.74,0.21,0.02,0.40,0,0.32,0.26,4.18,0.04,2.41,0.13,1.00,1.22,0,1.66,0.66,0.70,0.38,5.01,0.04,0,0.47,0,2.20,0.26,0.13,0.15,0.13,0.70,0.06,0.26,1.64,0.13,3.01,0.13,3.50,10.66,0.21,0.04,0.19,0.02,0,0.02,2.80,
SLSS,19832,3.56,128,0.06,0.85,2.94,0.01,0.10,0.27,0.42,0.01,5.99,0.86,0.97,0.17,0.17,2.08,0.46,7.54,0.18,0.06,0.03,3.81,0.16,15.42,0.23,0.06,0.37,0.03,0.11,0.19,4.19,0.01,3.64,0.23,0.62,1.00,0.03,2.63,0.93,0.38,0.79,4.92,0.02,0.05,0.25,0.01,3.24,0.25,0.15,0.18,0.03,0.91,0.16,0.40,0.87,0.04,3.51,0.05,5.30,9.58,0.28,0.02,0.21,0.04,0,0.10,2.12,
SLT4,4475,3.72,163,0.51,0.80,3.49,0,0.22,0.11,0.54,0.04,5.23,1.03,0.87,0.47,0.20,1.72,0.56,4.45,0.11,0.09,0.02,4.42,0.18,17.79,0.36,0.09,0.49,0,0.29,0.54,4.67,0,3.31,0.18,1.07,1.09,0.07,1.65,0.92,0.49,0.58,6.01,0.04,0.02,0.36,0,4.45,0.22,0.11,0.18,0.07,0.47,0.11,0.25,1.41,0.09,1.77,0.09,2.53,9.83,0.13,0.07,0.40,0.13,0.04,0.09,1.85,
SLTU,11770,3.81,167,0.48,0.56,3.61,0.02,0.55,0.07,0.88,0.10,6.00,0.89,1.48,0.47,0.08,2.21,0.42,4.87,0.19,0.49,0.06,4.50,0.30,12.27,0.94,0.12,0.48,0,0.41,0.28,5.94,0.03,3.56,0.16,0.91,1.24,0.06,3.25,1.09,0.60,0.71,5.68,0.06,0.05,0.53,0.02,3.40,0.34,0.30,0.16,0.05,1.34,0.15,0.22,1.71,0.10,2.55,0.07,2.86,10.00,0.14,0.08,0.07,0.21,0.02,0.19,2.50,
SLU4,1846,3.70,160,0.27,0.33,2.33,0,0,0,0.49,0.05,4.28,0.54,1.03,0.11,0.16,1.41,0.60,3.20,0.05,0.38,0.05,5.85,0,18.20,1.08,0,0.33,0,0.05,0.27,4.93,0,2.38,0.43,1.90,0.81,0,2.71,1.14,0.70,0.27,4.71,0,0,0.16,0,7.31,0.11,0.16,0.16,0,0.70,0,0.38,1.30,0,1.57,0.05,0.76,9.37,0.11,0,0.33,0.05,0.05,0.16,1.03,
SLX6,11133,3.73,160,0.19,0.60,3.42,0,0.15,0.09,0.57,0.05,5.52,1.05,1.15,0.19,0.13,1.97,0.48,4.86,0.19,0.37,0.06,4.90,0.17,17.22,0.35,0.10,0.47,0.01,0.38,0.33,6.27,0,3.88,0.32,0.82,0.73,0.06,2.80,0.90,0.57,0.50,5.42,0.04,0.04,0.30,0.01,2.69,0.38,0.10,0.08,0.04,1.06,0.23,0.34,1.06,0.09,3.09,0.10,3.06,9.77,0.29,0.03,0.01,0.18,0.03,0.14,1.69,
SM6B,17356,3.75,178,0.44,0.58,3.73,0.01,0.17,0.19,0.54,0.05,5.36,0.93,1.48,0.54,0.18,1.97,0.40,4.79,0.16,0.36,0.05,5.35,0.16,16.87,0.55,0.19,0.52,0.01,0.40,0.22,5.63,0.03,3.29,0.14,0.99,1.47,0.03,2.57,0.93,0.40,0.57,5.54,0.07,0.04,0.45,0.01,2.83,0.31,0.27,0.14,0.05,1.00,0.13,0.31,0.94,0.06,2.70,0.10,3.39,9.48,0.18,0.03,0.12,0.15,0.01,0.11,2.19,
SM6J,4700,3.69,154,0.47,0.62,3.19,0.02,0.15,0.04,0.28,0.06,5.13,0.57,1.02,0.62,0.11,1.34,0.45,5.38,0.23,0.13,0,4.55,0.26,17.81,0.13,0.15,0.68,0.02,0.40,0.38,6.02,0,3.45,0.45,0.60,0.94,0.04,2.49,0.68,0.36,0.32,6.81,0.02,0,0.13,0.02,2.87,0.49,0.26,0.19,0.04,0.94,0.06,0.62,1.09,0.06,2.11,0.06,5.00,8.21,0.17,0,0.19,0.11,0.02,0.02,2.98,
SM6Y,5546,3.63,172,0.40,0.78,3.71,0.02,0.29,0.09,0.97,0.13,7.37,0.99,1.60,0.50,0.07,1.28,0.47,4.13,0.27,0.23,0,3.68,0.14,14.39,0.27,0.16,0.38,0,0.18,0.25,4.83,0,3.88,0.20,1.15,1.82,0.05,2.65,1.46,0.43,0.85,7.79,0.05,0.07,0.27,0.02,3.37,0.32,0.14,0.25,0.05,1.17,0.13,0.43,1.69,0,2.83,0.11,2.61,10.37,0.20,0,0.07,0.07,0.04,0.22,3.28,
