"filename","cefr","Dep_Clauses_per_Clause","lexical_density_types","B1","wpm","B2"
"A2_B1_podcasts_episode_08","A2",0.275917065,0.841221374,2.94255021018216,152.771929824561,0.560485754320411
"A2_B1_podcasts_episode_09","A2",0.262090484,0.859353024,2.96850215273057,150.252951096121,0.725130296850215
"A2_B1_podcasts_episode_10","A2",0.228782288,0.8359375,2.02160066463584,150.700549450549,0.83079479368596
"A2_B1_were_superhumans_rio_paralympics_2016","A2",0.078947368,0.666666667,2.9940119760479,51.4736842105263,0
"A2_changing_a_meeting_time","A2",0.179487179,0.625,2.75229357798165,158.313253012048,0.91743119266055
"A2_changing_plans","A2",0.142857143,0.641304348,2.4390243902439,125.510204081633,0
"A2_eating_out","A2",0,0.586206897,0.884955752212389,122.105263157895,0
"A2_facts_and_figures","A2",0.296296296,0.628787879,8.23045267489712,135.555555555556,1.23456790123457
"A2_four_conversations","A2",0.119565217,0.668639053,0.203665987780041,137.808219178082,0.610997963340122
"A2_free_time","A2",0,0.659340659,0.613496932515337,99.8019801980198,0.613496932515337
"A2_giving_directions","A2",0.071428571,0.674418605,1.66666666666667,95.5555555555556,0
"A2_going_to_the_cinema","A2",0.033333333,0.580246914,1.70454545454545,126.428571428571,0
"A2_instructions_for_an_assignment","A2",0.24137931,0.661016949,1.92307692307692,104.689655172414,0.769230769230769
"A2_leaving_a_message","A2",0.1,0.62962963,2.10970464135021,81.203007518797,1.26582278481013
"A2_missing_a_class","A2",0,0.65,2.07253886010363,128.666666666667,0.518134715025907
"A2_podcasts_episode_01","A2",0.212809917,0.835951134,2.55546194889076,155.007132667618,0.36506599269868
"A2_shopping_for_clothes","A2",0.0625,0.507936508,2.85714285714286,95.4545454545454,0
"A2_stop_wasting_time","A2",0.133333333,0.647727273,3.17460317460317,100.353982300885,0
"A2_survivor_episode_1_finding_jane_a2","A2",0.085714286,0.637168142,1.7910447761194,64.9846153846154,0.298507462686567
"A2_survivor_episode_2_wake_soon_a2","A2",0.072164948,0.697674419,1.70454545454545,89.016393442623,1.13636363636364
"A2_survivor_episode_3_coincidence_a2","A2",0.068181818,0.723163842,1.45833333333333,92.2360248447205,1.45833333333333
"A2_survivor_episode_4_run_a2","A2",0.172661871,0.742424242,1.67597765363128,93.6864406779661,0.418994413407821
"A2_survivor_episode_5_youre_awake_a2","A2",0.131578947,0.703125,2.49307479224377,76.6666666666667,0.554016620498615
"A2_survivor_episode_6_caught_a2","A2",0.12849162,0.735576923,1.91011235955056,91.5577889447236,0.561797752808989
"A2_taking_notes","A2",0.131578947,0.642857143,0,121.132075471698,0.476190476190476
"A2_tour_of_london","A2",0.242424242,0.683823529,2.87539936102236,130,0
"A2_trains_and_travel","A2",0,0.522727273,3.57142857142857,100,0
"A2_transport_announcements","A2",0,0.744186047,8.62944162436548,105.535714285714,1.01522842639594
"A2_travelling_abroad","A2",0.222222222,0.709677419,4.41176470588235,101.652892561983,0
"A2_understanding_an_explanation","A2",0.208333333,0.657657658,2.73037542662116,130.666666666667,0
"A2_using_colours_to_do_homework","A2",0.333333333,0.741666667,2.60223048327138,115.285714285714,0.371747211895911
"A2_weather_forecast","A2",0.176470588,0.61971831,0.72992700729927,108.947368421053,0
"A2_whos_who_in_the_office","A2",0.09375,0.645454545,3.7914691943128,140.43956043956,0.947867298578199
"A2_work","A2",0.209302326,0.739837398,2.07612456747405,153.157894736842,0
"A2Flyers_1_1","A2",0.127659574,0.702702703,1.2396694214876,133.211009174312,0.826446280991736
